"alt_06.tif" "alt_07.tif" "alt_11.tif" "alt_12.tif" "alt_13.tif" "alt_15.tif" "alt_16.tif" "alt_17.tif" "alt_18.tif" "bio1_06.tif" "bio1_07.tif" "bio1_11.tif" "bio1_12.tif" "bio1_13.tif" "bio1_15.tif" "bio1_16.tif" "bio1_17.tif" "bio1_18.tif" "bio10_06.tif" "bio10_07.tif" "bio10_11.tif" "bio10_12.tif" "bio10_13.tif" "bio10_15.tif" "bio10_16.tif" "bio10_17.tif" "bio10_18.tif" "bio11_06.tif" "bio11_07.tif" "bio11_11.tif" "bio11_12.tif" "bio11_13.tif" "bio11_15.tif" "bio11_16.tif" "bio11_17.tif" "bio11_18.tif" "bio12_06.tif" "bio12_07.tif" "bio12_11.tif" "bio12_12.tif" "bio12_13.tif" "bio12_15.tif" "bio12_16.tif" "bio12_17.tif" "bio12_18.tif" "bio13_06.tif" "bio13_07.tif" "bio13_11.tif" "bio13_12.tif" "bio13_13.tif" "bio13_15.tif" "bio13_16.tif" "bio13_17.tif" "bio13_18.tif" "bio14_06.tif" "bio14_07.tif" "bio14_11.tif" "bio14_12.tif" "bio14_13.tif" "bio14_15.tif" "bio14_16.tif" "bio14_17.tif" "bio14_18.tif" "bio15_06.tif" "bio15_07.tif" "bio15_11.tif" "bio15_12.tif" "bio15_13.tif" "bio15_15.tif" "bio15_16.tif" "bio15_17.tif" "bio15_18.tif" "bio16_06.tif" "bio16_07.tif" "bio16_11.tif" "bio16_12.tif" "bio16_13.tif" "bio16_15.tif" "bio16_16.tif" "bio16_17.tif" "bio16_18.tif" "bio17_06.tif" "bio17_07.tif" "bio17_11.tif" "bio17_12.tif" "bio17_13.tif" "bio17_15.tif" "bio17_16.tif" "bio17_17.tif" "bio17_18.tif" "bio18_06.tif" "bio18_07.tif" "bio18_11.tif" "bio18_12.tif" "bio18_13.tif" "bio18_15.tif" "bio18_16.tif" "bio18_17.tif" "bio18_18.tif" "bio19_06.tif" "bio19_07.tif" "bio19_11.tif" "bio19_12.tif" "bio19_13.tif" "bio19_15.tif" "bio19_16.tif" "bio19_17.tif" "bio19_18.tif" "bio2_06.tif" "bio2_07.tif" "bio2_11.tif" "bio2_12.tif" "bio2_13.tif" "bio2_15.tif" "bio2_16.tif" "bio2_17.tif" "bio2_18.tif" "bio3_06.tif" "bio3_07.tif" "bio3_11.tif" "bio3_12.tif" "bio3_13.tif" "bio3_15.tif" "bio3_16.tif" "bio3_17.tif" "bio3_18.tif" "bio4_06.tif" "bio4_07.tif" "bio4_11.tif" "bio4_12.tif" "bio4_13.tif" "bio4_15.tif" "bio4_16.tif" "bio4_17.tif" "bio4_18.tif" "bio5_06.tif" "bio5_07.tif" "bio5_11.tif" "bio5_12.tif" "bio5_13.tif" "bio5_15.tif" "bio5_16.tif" "bio5_17.tif" "bio5_18.tif" "bio6_06.tif" "bio6_07.tif" "bio6_11.tif" "bio6_12.tif" "bio6_13.tif" "bio6_15.tif" "bio6_16.tif" "bio6_17.tif" "bio6_18.tif" "bio7_06.tif" "bio7_07.tif" "bio7_11.tif" "bio7_12.tif" "bio7_13.tif" "bio7_15.tif" "bio7_16.tif" "bio7_17.tif" "bio7_18.tif" "bio8_06.tif" "bio8_07.tif" "bio8_11.tif" "bio8_12.tif" "bio8_13.tif" "bio8_15.tif" "bio8_16.tif" "bio8_17.tif" "bio8_18.tif" "bio9_06.tif" "bio9_07.tif" "bio9_11.tif" "bio9_12.tif" "bio9_13.tif" "bio9_15.tif" "bio9_16.tif" "bio9_17.tif" "bio9_18.tif"
"616365983" NA NA NA 389 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 182 NA NA NA NA NA NA NA NA -33 NA NA NA NA NA NA NA NA 412 NA NA NA NA NA NA NA NA 46 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 20 NA NA NA NA NA NA NA NA 119 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 116 NA NA NA NA NA NA NA NA 112 NA NA NA NA NA NA NA NA 116 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 8285 NA NA NA NA NA NA NA NA 275 NA NA NA NA NA NA NA NA -83 NA NA NA NA NA NA NA NA 358 NA NA NA NA NA NA NA NA -23 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA
"617297299" NA NA 359 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA -16 NA NA NA NA NA NA NA NA 485 NA NA NA NA NA NA NA NA 75 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 215 NA NA NA NA NA NA NA NA 66 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 193 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 8122 NA NA NA NA NA NA NA NA 272 NA NA NA NA NA NA NA NA -59 NA NA NA NA NA NA NA NA 331 NA NA NA NA NA NA NA NA -10 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA
"617297318" NA NA 359 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA -16 NA NA NA NA NA NA NA NA 485 NA NA NA NA NA NA NA NA 75 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 215 NA NA NA NA NA NA NA NA 66 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 193 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 8122 NA NA NA NA NA NA NA NA 272 NA NA NA NA NA NA NA NA -59 NA NA NA NA NA NA NA NA 331 NA NA NA NA NA NA NA NA -10 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA
"618293663" NA NA 611 NA NA NA NA NA NA NA NA 72 NA NA NA NA NA NA NA NA 179 NA NA NA NA NA NA NA NA -38 NA NA NA NA NA NA NA NA 309 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 97 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 97 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 112 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 8406 NA NA NA NA NA NA NA NA 266 NA NA NA NA NA NA NA NA -95 NA NA NA NA NA NA NA NA 361 NA NA NA NA NA NA NA NA 179 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA
"618293974" NA NA 892 NA NA NA NA NA NA NA NA 57 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA -46 NA NA NA NA NA NA NA NA 361 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 120 NA NA NA NA NA NA NA NA 63 NA NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 111 NA NA NA NA NA NA NA NA 106 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 7981 NA NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA NA -101 NA NA NA NA NA NA NA NA 340 NA NA NA NA NA NA NA NA -40 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA
"620619000" NA NA 499 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 182 NA NA NA NA NA NA NA NA -20 NA NA NA NA NA NA NA NA 527 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 45 NA NA NA NA NA NA NA NA 226 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 205 NA NA NA NA NA NA NA NA 98 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 7863 NA NA NA NA NA NA NA NA 260 NA NA NA NA NA NA NA NA -64 NA NA NA NA NA NA NA NA 324 NA NA NA NA NA NA NA NA -15 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA NA
"668748026" NA NA 499 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 182 NA NA NA NA NA NA NA NA -20 NA NA NA NA NA NA NA NA 527 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 45 NA NA NA NA NA NA NA NA 226 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 205 NA NA NA NA NA NA NA NA 98 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 7863 NA NA NA NA NA NA NA NA 260 NA NA NA NA NA NA NA NA -64 NA NA NA NA NA NA NA NA 324 NA NA NA NA NA NA NA NA -15 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA NA
"668748027" NA NA 359 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA -16 NA NA NA NA NA NA NA NA 485 NA NA NA NA NA NA NA NA 75 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 215 NA NA NA NA NA NA NA NA 66 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 193 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 8122 NA NA NA NA NA NA NA NA 272 NA NA NA NA NA NA NA NA -59 NA NA NA NA NA NA NA NA 331 NA NA NA NA NA NA NA NA -10 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA
"668748028" NA NA NA 954 NA NA NA NA NA NA NA NA 56 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA NA NA NA -49 NA NA NA NA NA NA NA NA 297 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 16 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 89 NA NA NA NA NA NA NA NA 57 NA NA NA NA NA NA NA NA 89 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 117 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 8057 NA NA NA NA NA NA NA NA 252 NA NA NA NA NA NA NA NA -100 NA NA NA NA NA NA NA NA 352 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA
"668748029" NA NA NA 442 NA NA NA NA NA NA NA NA 86 NA NA NA NA NA NA NA NA 189 NA NA NA NA NA NA NA NA -16 NA NA NA NA NA NA NA NA 305 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 17 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 91 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 89 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 115 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 7932 NA NA NA NA NA NA NA NA 282 NA NA NA NA NA NA NA NA -61 NA NA NA NA NA NA NA NA 343 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA
"684151446" NA NA NA 390 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 191 NA NA NA NA NA NA NA NA -13 NA NA NA NA NA NA NA NA 305 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 17 NA NA NA NA NA NA NA NA 20 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 114 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 7883 NA NA NA NA NA NA NA NA 283 NA NA NA NA NA NA NA NA -56 NA NA NA NA NA NA NA NA 339 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA
"684151447" NA NA NA 390 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 191 NA NA NA NA NA NA NA NA -13 NA NA NA NA NA NA NA NA 305 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 17 NA NA NA NA NA NA NA NA 20 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 114 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 7883 NA NA NA NA NA NA NA NA 283 NA NA NA NA NA NA NA NA -56 NA NA NA NA NA NA NA NA 339 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA
"689546" NA NA NA 1206 NA NA NA NA NA NA NA NA 49 NA NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA -52 NA NA NA NA NA NA NA NA 674 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 113 NA NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA NA 220 NA NA NA NA NA NA NA NA 107 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 8064 NA NA NA NA NA NA NA NA 245 NA NA NA NA NA NA NA NA -101 NA NA NA NA NA NA NA NA 346 NA NA NA NA NA NA NA NA -46 NA NA NA NA NA NA NA NA 148 NA NA NA NA NA
"689571" 27 NA NA NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA -48 NA NA NA NA NA NA NA NA 649 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 103 NA NA NA NA NA NA NA NA 197 NA NA NA NA NA NA NA NA 134 NA NA NA NA NA NA NA NA 64 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 8037 NA NA NA NA NA NA NA NA 208 NA NA NA NA NA NA NA NA -87 NA NA NA NA NA NA NA NA 295 NA NA NA NA NA NA NA NA 145 NA NA NA NA NA NA NA NA -16 NA NA NA NA NA NA NA NA
"695807120" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"695807121" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"695807122" NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA 132 NA NA NA NA NA NA NA NA 208 NA NA NA NA NA NA NA NA 58 NA NA NA NA NA NA NA NA 631 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 17 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA NA 92 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 5859 NA NA NA NA NA NA NA NA 275 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 262 NA NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA NA 208 NA NA
"695807123" NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 97 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 774 NA NA NA NA NA NA NA NA 74 NA NA NA NA NA NA NA NA 50 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA 184 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 5534 NA NA NA NA NA NA NA NA 219 NA NA NA NA NA NA NA NA -4 NA NA NA NA NA NA NA NA 223 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 56 NA NA
"695807124" NA NA NA NA NA NA 251 NA NA NA NA NA NA NA NA 89 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 937 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA 253 NA NA NA NA NA NA NA NA 205 NA NA NA NA NA NA NA NA 253 NA NA NA NA NA NA NA NA 236 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 5564 NA NA NA NA NA NA NA NA 212 NA NA NA NA NA NA NA NA -13 NA NA NA NA NA NA NA NA 225 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA NA NA NA 49 NA NA
"695807125" NA NA NA NA NA NA 44 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 786 NA NA NA NA NA NA NA NA 75 NA NA NA NA NA NA NA NA 52 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA NA NA NA 223 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA 223 NA NA NA NA NA NA NA NA 184 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 5510 NA NA NA NA NA NA NA NA 222 NA NA NA NA NA NA NA NA -3 NA NA NA NA NA NA NA NA 225 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA 58 NA NA
"695807126" NA NA NA NA NA 639 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 423 NA NA NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA 5 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 124 NA NA NA NA NA NA NA NA 125 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 6803 NA NA NA NA NA NA NA NA 339 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 327 NA NA NA NA NA NA NA NA 131 NA NA NA NA NA NA NA NA 238 NA NA NA
"695807127" NA NA NA NA NA 639 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 423 NA NA NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA 5 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 124 NA NA NA NA NA NA NA NA 125 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 6803 NA NA NA NA NA NA NA NA 339 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 327 NA NA NA NA NA NA NA NA 131 NA NA NA NA NA NA NA NA 238 NA NA NA
"695807128" NA NA NA NA NA 660 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 431 NA NA NA NA NA NA NA NA 52 NA NA NA NA NA NA NA NA 5 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 128 NA NA NA NA NA NA NA NA 125 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 6800 NA NA NA NA NA NA NA NA 339 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA NA NA NA 328 NA NA NA NA NA NA NA NA 130 NA NA NA NA NA NA NA NA 238 NA NA NA
"695807129" NA NA NA NA NA 639 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 423 NA NA NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA 5 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 124 NA NA NA NA NA NA NA NA 125 NA NA NA NA NA NA NA NA 38 NA NA NA NA NA NA NA NA 6803 NA NA NA NA NA NA NA NA 339 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 327 NA NA NA NA NA NA NA NA 131 NA NA NA NA NA NA NA NA 238 NA NA NA
"695807130" NA NA NA NA NA NA NA 1128 NA NA NA NA NA NA NA NA 107 NA NA NA NA NA NA NA NA 220 NA NA NA NA NA NA NA NA -18 NA NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA 59 NA NA NA NA NA NA NA NA 16 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA NA 54 NA NA NA NA NA NA NA NA 75 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 122 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 9220 NA NA NA NA NA NA NA NA 310 NA NA NA NA NA NA NA NA -78 NA NA NA NA NA NA NA NA 388 NA NA NA NA NA NA NA NA 152 NA NA NA NA NA NA NA NA 217 NA
"695807131" NA NA NA NA 106 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 146 NA NA NA NA NA NA NA NA -107 NA NA NA NA NA NA NA NA 923 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA NA NA NA 252 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA NA 234 NA NA NA NA NA NA NA NA 94 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 9746 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA -169 NA NA NA NA NA NA NA NA 385 NA NA NA NA NA NA NA NA 136 NA NA NA NA NA NA NA NA -52 NA NA NA NA
"695807132" NA NA NA NA 106 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 146 NA NA NA NA NA NA NA NA -107 NA NA NA NA NA NA NA NA 923 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA NA NA NA 252 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA NA 234 NA NA NA NA NA NA NA NA 94 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 9746 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA -169 NA NA NA NA NA NA NA NA 385 NA NA NA NA NA NA NA NA 136 NA NA NA NA NA NA NA NA -52 NA NA NA NA
"695807133" NA NA NA NA 106 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 146 NA NA NA NA NA NA NA NA -107 NA NA NA NA NA NA NA NA 923 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA NA NA NA 252 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA NA 234 NA NA NA NA NA NA NA NA 94 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 9746 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA -169 NA NA NA NA NA NA NA NA 385 NA NA NA NA NA NA NA NA 136 NA NA NA NA NA NA NA NA -52 NA NA NA NA
"695807134" NA NA NA NA 20 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 181 NA NA NA NA NA NA NA NA -97 NA NA NA NA NA NA NA NA 1107 NA NA NA NA NA NA NA NA 117 NA NA NA NA NA NA NA NA 71 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 337 NA NA NA NA NA NA NA NA 215 NA NA NA NA NA NA NA NA 337 NA NA NA NA NA NA NA NA 261 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 10732 NA NA NA NA NA NA NA NA 257 NA NA NA NA NA NA NA NA -159 NA NA NA NA NA NA NA NA 416 NA NA NA NA NA NA NA NA 181 NA NA NA NA NA NA NA NA -32 NA NA NA NA
"695807135" NA NA NA NA NA NA 199 NA NA NA NA NA NA NA NA 113 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 754 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 47 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 212 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 6320 NA NA NA NA NA NA NA NA 263 NA NA NA NA NA NA NA NA -8 NA NA NA NA NA NA NA NA 271 NA NA NA NA NA NA NA NA 160 NA NA NA NA NA NA NA NA 46 NA NA
"695807136" NA NA NA NA NA NA 190 NA NA NA NA NA NA NA NA 124 NA NA NA NA NA NA NA NA 215 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 834 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 46 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 244 NA NA NA NA NA NA NA NA 145 NA NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA NA 92 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 7312 NA NA NA NA NA NA NA NA 283 NA NA NA NA NA NA NA NA -20 NA NA NA NA NA NA NA NA 303 NA NA NA NA NA NA NA NA 178 NA NA NA NA NA NA NA NA 44 NA NA
